Metrics;LoadPoint;Bandwidth;src;dest;;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10;;;;
blocking probabilities lack of transmitters per pair;4;all;14;8; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;7;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;5;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;22;26; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;2;26; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;11;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;15;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;12;21; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;1;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;17;9; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;5;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;13;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;14;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;3;20; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;3;1; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;14;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;8;3; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;10;1; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;14;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;4;25; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;23;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;25;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;21;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;18;9; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;2;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;1;7; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;2;23; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;21;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;22;6; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;25;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;18;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;4;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;27;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;12;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;28;17; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;7;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;11;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;20;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;22;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;23;17; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;5;23; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;16;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;20;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;8;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;17;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;16;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;19;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;22;21; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;1;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;23;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;24;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;11;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;27;23; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;22;17; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;10;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;16;7; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;24;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;27;22; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;25;11; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;7;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;15;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;5;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;23;20; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;2;3; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;1;25; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;14;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;22;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;13;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;19;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;20;17; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;15;7; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;19;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;1;17; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;11;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;22;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;20;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;9;5; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;22;3; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;14;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;17;6; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;2;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;6;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;25;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;6;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;13;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;18;21; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;20;7; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;5;9; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;28;1; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;9;19; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;27;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;23;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;22;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;12;9; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;9;7; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;16;6; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;8;6; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;6;21; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;14;1; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;1;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;14;3; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;24;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;9;21; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;17;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;4;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;14;21; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;14;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;28;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;21;26; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;6;9; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;15;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;25;19; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;16;25; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;20;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;2;5; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;24;1; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;7;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;20;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;13;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;9;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;3;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;8;19; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;28;25; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;21;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;14;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;23;9; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;18;20; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;1;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;15;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;6;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;10;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;12;22; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;3;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;20;26; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;1;3; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;17;21; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;4;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;15;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;9;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;25;20; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;8;26; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;24;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;12;17; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;25;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;7;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;9;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;18;6; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;23;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;19;20; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;16;26; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;2;7; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;25;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;21;5; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;2;17; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;9;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;26;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;7;23; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;11;17; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;21;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;21;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;19;22; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;6;23; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;17;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;2;6; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;24;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;26;17; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;23;5; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;6;1; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;19;6; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;17;11; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;25;23; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;19;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;18;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;2;19; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;7;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;19;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;28;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;22;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;9;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;4;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;22;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;24;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;10;22; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;15;23; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;2;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;13;19; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;7;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;18;8; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;4;21; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;11;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;18;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;2;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;23;19; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;18;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;12;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;19;23; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;14;5; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;10;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;15;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;8;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;13;8; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;26;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;28;23; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;21;23; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;27;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;15;9; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;7;20; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;9;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;7;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;10;6; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;14;7; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;10;19; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;12;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;26;20; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;2;25; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;8;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;6;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;15;6; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;8;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;28;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;19;5; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;19;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;14;11; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;21;7; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;11;5; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;27;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;28;9; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;4;20; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;8;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;1;5; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;15;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;5;21; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;28;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;21;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;28;21; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;15;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;11;20; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;16;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;4;22; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;13;6; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;4;3; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;26;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;18;3; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;16;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;5;27; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;3;26; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;28;5; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;16;17; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;28;13; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;19;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;6;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;10;28; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;3;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;17;26; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;23;26; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;22;11; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;22;7; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;21;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;10;9; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;26;1; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;22;19; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;24;19; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;9;25; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;14;26; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;9;11; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;24;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities lack of transmitters per pair;4;all;5;16; ;0;0;0;0;0;0;0;0;0;0;;;;
